case_index,H,D,B,num_segs,seg_lengths,rules,matched_prefix_arr,total_runs,passed,status,mare_min,mare_max,mere_min,mere_max,rmse_min,rmse_max
269,8,64,8,301,2400|8|13|11|29|13|5|10|15|10|8|7x2|15|14|7|15|8|11|8|12|14|8|13|5|14|13|6|15|12|17|23|11|12|8|14x3|9|12x2|15|16|5|13|5|12|6|5|6|14|12|14|7|13|11|14x2|13|11x2|13|11|47|48|9|13|14|4|8|13x2|11|12|6|10|9|15|14|13|10|36|15|11|13|5|11|15|9|11|41|8|7|13|11|25|15|9|14|11|12|11|13|14|13|11|6|13|9x2|5|9|15x2|7|11|15|7|24|13x2|6|10|5|11|3|13|11|5|7|9|13|4|8|9x2|10|43|10|23|5|37|14|13|6|3|5|14|5|13|12|5|9|5|6|13|10|6|24|13|5|9|13|5|31|7|4|9x2|8|13x2|12x2|30|8|14x2|40|14x2|13|5|10|15|6|15|10|5|14|11|40|11|14|11|6|11|14|5|6|8|9|14|5|8|5|10|11|13|7|11|10|6|9|7x2|11x2|6|12x2|8|6|4|12|11|15|9|12|8|11|5|9|13x2|10|7|8|7x2|12|5|6|7|6|14|2|9|6|16|10|11|6|13|50|10|13|9|5x2|13|8|13|5|11|15|12|4|6|11|15|5|7|10|6|12|20|3|9x2|8|14|10|14|11|5x2|11|8|11|15|2|6|11|6|10|5|14|3|13|2048;2400|8|7|6|41|8|12|5|15|42|5|6|7|8x2|14|10|8|13|12|5|8|10|12|7|12|8|12|5|6|13|14|13x2|8|15|7|8|12|11|10|7|11|5|14|12|5|41|12|13|8|40|5|3|7|5|6|9|8x2|6x2|4|15|8|7|5|9|7|9|34|7|11|5|14|5|14|8x3|15|13|9|14|9|14|13|7|10|8|20|5|6|4|11|14|15|8|7|4|8|12|8|11|7|12x2|15|7x2|3|7|44|10x2|6|13|7|8|5x2|8|12|7|15|8|11|8|13|12x2|14|11|8|14|12|11|44|6|15|11|14|12x2|4|7|8|11|9|7|12|13|6|4|15|13|11x2|13|10|7|15|5x2|14x2|13|6|7x2|5|41|6|15|13|9|10|7x2|12|15|4|15|14|8|14|25|9|6|5|8|5|13|15|5|15|37|13|10|26|13|15|13|8|13|8|4|8|12|11|30|11|14|5|11|13|2|5|13|15|6|9|11|12|50|6|9|42|8x2|7|15|11|12|11|14|15|8|14|10|5|3|14|3|5|15|3|14|8|5|13|2|11|14x2|6x2|11|10|6|11|14|15|5|6|12|30|14|11|15|10|9|5|9|13|14|13|9|6|8|9x2|8|5|10x2|8|4|6|14x2|11|12|13|9|7|10|14|15|5|2048;3200|8|9|5x2|13|8|10|8x2|5|13|11|33|8|5|6|14|11|12|10|12|45|13|9|11|6|10|14|11|15|7|4|6|7|8|9|15|11|13|10|13|5|18|12|13|8|12|11|6|15|14|7|12|9|5|15|6|8|19|11|13|31|14|2|7|10|7|11|13|6|15|6x2|7x2|29|8|7|13|10|43|8|40|7|10|12|14|15|7|12x2|3|11|7|14|27|14|12x3|11|6|10|3|9|7|9|10|9|6|5|11x2|9|6|14|5|15|8|12|10x2|7|48|9|5|9|26|10|15|3|8|23|5|4|10|8|6x2|13|10x2|5|9|11|10|29|14|5|7x2|15|7|11|8|12|5x2|13|5|15|6|9x2|8|45|5|15|13|11|5|3|14|12|13|7|8|10|6|8|7|13|8x2|14|8|15|9|11|13|14x2|8|14|6|15|9|13|11|31|9|14|7x2|14|8|11|14|5x2|6|7|13|11x2|4|10|11|10x2|7|12|15|9|14|6|9|15x2|10|5|9|32|6|7|11|10|7|14|15x3|9|8|11|5|7|13|8|12|3|13|11|6|9|8|15|13|6|29|11|14|5|7|3|12|9|6|4|9|15|10|8|14|9x2|12|11|6|15|12|5|11|10|13|11|13|5|15|12|27|13|38|5|11|12|9|2|5|1024;1600|8|9|14|6|11|8|5|13|6|7|10|13|10|6|14|12|6|10|9|15|6|13|7|14|13|7|5|13|7|15|2|5|13x2|10|9|10|13|10|8|9|6|9x2|2|13|8|12|6|12|11|22|8|13|12|13|3|10|7|15|11|12|10|8|4|5|12|7|6|12x2|4|8x3|13|7|10|28|9|5|11|8|14|17|11|12|10|12|7|11x3|12|11|5|13|10x2|12|6|7|14|15|19|8|2|3|15|5|14|5|14|13|10|15|8|10|12|13|15|10|8|9|11|15|21|12|8|9|11|6|25|2|6|14|7|13|2|13|7|5|4|14|9|7|14|10|14|11|15|7|6|15|13|5|10|6|5|7|8|5|11|13|5|13|5|9x2|8x2|6|37|13|14|46|13x2|10|13|12|6|7x2|10x2|7|9|13|6|10|14|13|11x4|10|12|35|13|12|14|15|12|13|15|12|10|13|15x2|8|5|8x2|15|13|10|7|10|9|6|9|7|8|15|7|6|10|29|12|5|6|10|24|28|13|8|15|9|14|13|3|14|21|8|11|12|7|9|14|8|13|11|13|9|6|15|7|4|10x2|11|2|10|8|15|14|15|9|12|6|7|14|8|6|7|14|10|5|13|11|15|9|3|19|8|13x2|14|13|5|11|8|11|12|8|15|1200;2400|8|3|14|8|9|15|36|14|38|12|2|13|6|11|12|10|15|14|5|7|2|7|6|9x2|10|11|7|12|5|4|6|17|10|9|10|14|8|10|9|11|7|14|12|8|10|6|12x2|9|8|12|8|14|36|12|14|13|12|15|14|5|8|12|6|10|47|15|9|7|15|11|12x2|3|5|6|7|11|5|11|4|5|13x2|2|6x2|14|8|12|5|12|10|6x2|12|5|6|9|11|8|7|5|7|6|12|6|11|8|12|7|14|5|11|8|10|13x3|9|14x2|9|13|8|13|7|6|8|6|12|7|10|6|11|10x2|11|3|5|6|13|11|13|4|13|14|13|29|10x2|11x2|3|12|15|11|14|18|13|6|3|7|9|5|11|15|14|15|13|11|15|12x2|15|5|7|5|10|14x2|3|5x2|11|12|11|15|6|44|13|10|5x2|7|8|11|4|7|6|14|5|13|15|45|11|14|2|15|14|6|9|11|14|6|8|13|10|9|13|6|14|8|4|14|8|15|9|2|15|6|13|12x2|5x3|7|11|15|7|9|15|6|7|13|6|2|6|10|6x2|15|11|14|8|12|15|6|7|9|6|9|15|6|15|9|2|9|14|13|4|13|14|11|6|9|5|3|14|8|9|6|7|8|15|9|25|13|5|6|13|5|14|6|45|9|11|2048;3200|8|15x2|8|9|11|8|11|14|15|6|3|13|14|6|9|11|15|10|12|7|6|14x2|10|12|9|21|13|9|4|5|3|12|6|11|6x2|3|6|13|5|10|8|13|11|14|7|8|14|7|11|6|11|10|9|8|6|5|12|7|15|10|9|10|9|8|13|15|9x2|7|4|14|12|8|5|15|13|8|11|13|14|5|11|13|8|13|38|15|13x2|11|8|15|10|13|7|8|13|12|35|14|15|5|15|5|15|12|11|8x2|13|12|4|10|15|14|9|8|15|5|10|14x2|12|11|5|6x2|14|4|15|6|11|13|10|13|14|5|13|7|6|7|10|15|14|9|7|6|5|9|6|5x2|6|44|12|10|9|11x2|14|12x2|14|6|10|9|11x2|8|11|14|13|12x2|14x2|6|10|14|10|9|8|2|6|8|6|7|9|8|12|9|8|10|8|6|9|7|9|6|8|13|10x2|12|8|9|11|2x2|15|6|10|6|11|10x2|5|14x2|33|8|5|6|8|6|12|49|7|9|4|11|14|7|5|15x2|12|11|5|15x2|7|10|15|5|9|10|2|13|2|11|7|15x3|8|10|15|6|32|9x3|14|5|10|6|4|11|7|11|8|7|5|8|6|5|7|5|10|33|8|5|12|14|15|9|44|12|8|5x2|8|7|8|5|1024;2400|8|11|2|12|9|12|8|2|5|6|8|9x2|8|6|32|10|6|8|6|11|7|6|11|14|15|10|14|9|5|2|7|15|6|8|12|14|5x2|15|10|13|10|8|26|14x3|7|11|12|11|8x2|15|10|7|34|14|5|8|14|10x3|5|15|7|5|14|21|12|7|12|8|5|9|12|6|14|2|13|2|12|6|11|13|11|13|8x2|6|5|10|7|12|3|9|13|10|12|2|15|10|13|15|11|10|8|9|13|5x2|2|7x2|8x2|13|10|14|6|12|14|13|14|12|22|13x2|7|11|12|15|9|12|6|7|10|11x2|5|9|12|5|13|12|14|13|8|12|7|13|10|9|11|2|13|12|2x3|8|13|7|12x2|40|2|12|10|3|8|6|43|7|11|13|9|22|15|10|6|9x2|45|30|15x2|10|9|14|2|4|5|13|6|12|14|8x3|6|10|6|14x4|5|11|12|5|14|12|9|8x2|10|12|45|14|4|2|6|14|29|12|14|6|10|7|11|14|6|7|10|15|12|15|11|6|7|6|12|11x2|13|12|10|38|5|8x3|9|26|7|9|14|13|5x2|13|15|8|6|5|9|5|15x2|9|35|10|7|9|11|13|6|32|13|10x2|7|14|18|10|6|15|6x2|5|15|9|7x2|13|7|1800;2000|8x2|12|11|4|5|9|14x2|13|6|13|9|5|3|6|13|9|6|10|15|13|14x2|10|14|13|8|6|14|12|11|10|7|13|47|2|7|12|9|4|12|14|43|5|10|7|5|12|2|5|14|7x2|12|8|7x2|5|15|8|6|12|3|8|15|12|9|11x2|3|12|7|12|10|12|13|14|6x2|8|6|14|7|8|13|29|9|8|13|14|11|7|5|10|11x2|10x2|14x2|15|9|5|11|14|8|5|9|10|15|12|14|8x2|41|13x3|14|2|13|15|5|15|11|15|8|10x2|8|9|7|9|6|8|14|13|6|7|9|8|13|7|9|5|8|9|36|6|7|9|15|12|14|15|10|14|10|12|18|5|3|13|8|6|10x2|11|9|12|6|9|6|5|8|15|7|6|11|7|14|6|8x2|10|5|13|10|8|5|8|7|5|10|12|7x2|13|14|7|11|5|15x2|9x2|11|6|16|4|8|4|12|14|11|8|7|10|9x3|15|10|37|6|9|6|13|7|13|9|7|13|2|10|49|13|12|8|13|5|11|9|8|15|11|5|9|31|13|12|5x2|14|13|12|14|11|15x2|7|12x2|6|8|12|6|7x2|8|10|8|12|11|6|8|12|9|15|12|6|4|14|8|12|2|8|5|13|14|10x2|12|14|37|50|14|2|1200,0|1|2x299,0x8,10,10,PASS,1.2457e+00,1.2457e+00,6.5839e-03,6.5839e-03,2.2676e-04,2.2676e-04
270,8,64,2,34,2400|8|14|13x2|6|7|11|13|9|13|6|9|11|10|8|7|10|8|3|8|13|10|6|15|12|5|11|6|14|7|14x2|1800;2000|8|7|14|9|11|13x2|4|5|14|15|10|12|14x2|6|15|30|6|12|7x2|5|15|7|10|14|12|13|12|15|12|2048,0|1|2x32,0x2,10,10,PASS,6.6592e-01,6.6592e-01,7.0603e-03,7.0603e-03,2.7580e-04,2.7580e-04
271,8,64,2,380,2400|8|10|13|15|5|15|6|4|7|48|13|14|13|14|5|12|6|15|12|7|8|22|13|15|14|6|10|7|5|31|9|12|42|10|8x2|12|13|9|6|9|5|8|15|13|9|8|12|10|25|9|7|5x2|6|15|14|4|5|48|12|7|8|14|8|9|6|14|5|14|6|12|8|5|10x2|13|9|14|12|13|11|10|14|11x2|6|11|6|11|3|9|10|3|45|13|15|9|14|10|6|11|7|14|15x2|7|12|10|30|6|10|11|10|6x2|11|2|11|6|14|7|11|2|15x2|13|11|15|12x3|4|9|13|7|2|11|13|5|15|12|7|8|12|5|13|9|14|11|7|12|11|15|6|12|13|12|9x2|12|4|9|10|14|12x2|9|12x2|15|6|12|9|15|14x2|13|2|15|14|11|13|9|12|13|6|10|11|9|15|9|14|15|9|2|15|14|11|14|5|16|10|12|10x2|9|46|3|14|11|13|7|6|14|5x2|12|5|9|13x2|5|12|7|8|9|4|8|6|15|6|12|2|5|12|11x2|9|43|5x2|9|15x2|10|9|7|6|9|7x3|11|22|10|12|13|10|8|35|9|10|14|6|4|7|15|7|14|15|14|6|11|2|6|8|15|7x3|10|13|6x3|43|5x3|12|10x2|8|7x2|12x2|8|5|7x2|15|7|9|5|13|4|6|14|10|15|8|12|35|15x2|2|15|13|12|13|15|7|2|14|5|15|14|4|5x2|16|3|15|10x2|9|6|8|4|5|36|14x2|6|11|5|9|3|15|7|14|11|8|6|41|9|11|14|13|6|9|11|8|12|10|5|3|8|14|5|21|10|14|8|9|13|1024;2000|8|3|13|6|42|5|48|14|4|33|9x2|5|11|5|7|5|11|9|8|6x2|15|6|15|4|8|9|14|13|7|15|8|9x2|13|14|15|10x2|11|8|12|5|10|8|11|13|15|2|8|9|15|6|10|9x2|12|7x2|5|14|8|12|9|14|6|15|8|6|9|3|14|12|14|45|8|50|15|7|12|14|13|12x3|9|2|5|14|15|6|10x2|8|11|10|13|3|6|8|7|5|14|2|8|5|8|14|9|4|6|36|8|13|6|8|15|8|11|7|14|6|7|15|12|11x2|3|8|5|13|12x2|5|11|12|7|5|14|13|6|10|20|2|10|4|9|5|12|5|15|14|8|7|14|7|12|6|5|12|5|13|10|14|11|15|11|5|6|5|6|8|4|5|9|41|15|3|5|7|9|2|10|7|9|6|9|3|15|12|8|10|15|12|11x2|13|15|5|6x2|8|7|14|11|12|13|6|8|12|6|4|11|8|9|6|11|7|5|8|14|15|12|9|12|4|8|5|10|9|6|9|15|7|5|7|5|14|8|15|13x2|11|13|17|6|14|9x2|5|15x2|22|14|5|2|15|35|15|12x3|7x2|9x2|4|8|13|9|11|14|9x2|6|24|10|11|8|2|12|5|8|13|12|6|10|9|10|7|5|12|11|14|9|7x2|11|10|14|8|10x2|27|11|15x2|5|10|5|13|10|4|9|13x2|7|5|10|11|7|10|11|44|7|11|13|7|13|10|24|15|6|15|10|12|13|2|9|8|13|15|5|6|8|24|6|12|8|20|5|13|10|9|13|7|9|6|3|5|14|13|9|10|6|14|12|9|10|45|13|12|13|14|12|5|10|2048,0|1|2x378,0x2,10,10,PASS,8.1503e-01,8.1503e-01,6.5390e-03,6.5390e-03,2.2071e-04,2.2071e-04
272,8,64,2,51,3200|8|5|13|12|10|11|14|5|9|10|11|12|31|15|10|11|9|12|6|5|14x2|10|6|13|3|10|14|15|12|25|12x2|15|6|13|14|5|13|15|3|7x2|12|13|14|6|9|6|1800;2000|8|13|9|7|6|11|13|5|8|6|10|8|12|2x2|32|8|7|15|14x2|8|6|10|5|13x2|10|11|2|14|3|5|10|15|14|13x2|14|9|11|14|8|5|13|8|11|40|7|1800,0|1|2x49,0x2,10,10,PASS,5.9152e-01,5.9152e-01,6.9560e-03,6.9560e-03,2.6508e-04,2.6508e-04
273,8,64,2,10,3200|8|7|12|7|8|5|3|12|1200;3200|8|2|11|6|7|8|2|3|2048,0|1|2x8,0x2,10,10,PASS,8.5035e-01,8.5035e-01,6.9392e-03,6.9392e-03,2.6487e-04,2.6487e-04
274,8,64,2,16,3200|8|15|8|3|5|12|47|13|12|15|4|5x2|7|1800;2400|8|10|11|6|5|12|15|9|7|5|15|13|12|8|2048,0|1|2x14,0x2,10,10,PASS,6.2150e-01,6.2150e-01,7.0054e-03,7.0054e-03,2.6758e-04,2.6758e-04
275,8,64,2,14,2400|8|7|8|5|10|11|7|12|14|37|8|11|2048;2000|8|4|14|8|6|11|14|18|9|14|6|11|1800,0|1|2x12,0x2,10,10,PASS,8.2151e-01,8.2151e-01,7.1194e-03,7.1194e-03,2.8349e-04,2.8349e-04
276,8,64,4,147,3200|8x2|40|14|4|6|7|4|7|12|10|32|11|8|11|15|45|5|11|5|9|5x2|14|7|14|5|12|2|11|14|7|10|8|12x2|6x3|10x2|15|7|14|6x2|2|9|3|13x2|6|9|15|3|6|14|15|9|6|9x2|10|9|13x2|15|6|20|7|2|4|25|14|13|7|4|5|6|5|10|13|14|26|11|12|7|12|13|23|6|7|14|8|12|6|13|8|7|11|13|14|33|6|11|5|13x2|8|10|34|10|13|11|10|8x2|5|12|5|8x2|10|8|46|7x2|9|4|8|15|11|9|10|6|5x2|12|10|15x2|34|14|6|9|2048;2000|8|14|11|9|40|11|13|11|48|9|6|11x2|10|11|9|7|9|13|10|6|38|11|10|15|48|3|7x2|12|15|8|11|5x2|12|9|10|12|13|14|5|15|7|5|15x3|12|10|6|12|29|8|10|8|12|6|9|6|11|6x2|12|5|15|6|9|14|9|15|8|9|10|11|14|13|11|7x2|6|5|6|10|9x2|12|3|7|3|10|14|15x3|11|13|7|15|10|9|11|8|12x2|15|14|29|10|8|7|11|47|13|15|7|8|14|10|8|5|10|5|9|12|45|7|10|11|14|12|14|5|8|5|9|6|11|8|6|11|8|13|14|7|2048;3200|8|12|10|13|17|7|11|2|9|11|7|5|13|6|11|8|11|6x2|11|7|8|11|10|5|15|12|13|11|10|14|11|13|6|13|10|14|9|8|11|15|7|13|8|14|15|21|6|11|12|15|14|9|7|4|3|10x2|2|7|10|12|13|2|9|8|5|10|9|7|13|7|8|2|13x2|7|13|10|4|3|6|14|15|7|15|14|11|14|11|2|7|11|15|7|12|46|11|9x2|5|9|5|9|13x2|10|9|7|9|6|14|8|11|12|6|10|12|15|13|5|7|11|5|11|12|10|5|9|5|15|4|12|13x3|4|9|46|15|7|8x2|14x2|1200;3200|8x2|2|11|9|8|9|11|5|6|15|5x2|8x2|14|13|15|8|5|8|9|2|8|14|11|7|5|6|7|12|10|29|11|9x2|15|6|9|13|9|5|8|2|5|9|14|4|14|11|7|15x3|14|11|5|12x2|7|13|10|8|14|9|3|10|15|9x2|10|9|14|13|9|14|7|5|9|13|15|14|6|8|15|9|8|15|9|2|11|5|11|9|5|11|3|15|13|8|15|5|10|22|14|6x2|9|6|38|2|25|3|6|10|11x2|3|11|6|7|11|2|3|6|7|14|13|12|5|9|7|12|7|10|49|15|14|7|10|14|15|3|14|12|1800,0|1|2x145,0x4,10,10,PASS,9.7683e-01,9.7683e-01,6.7472e-03,6.7472e-03,2.3997e-04,2.3997e-04
277,8,64,4,25,2000|8|5|2|6|11|9|10|12|4|10|11x2|8x2|13|15|9|7|8|13|14|10|9|1800;2000|8|39|7|12|6|12|39|11|7|13|31|9|8|11|10|11|13|10|5x2|6|12|5|1024;2000|8|12|10|11|13|9|7|14|7|15|3|11|6|9|14|6|15|13x2|11|6|8|10|1800;2000|8x2|14|6|10|14|13|23|14|5|13|15|14|9|12|8|5|3|12|8|5|6|14|2048,0|1|2x23,0x4,10,10,PASS,9.5820e-01,9.5820e-01,7.2030e-03,7.2030e-03,2.9091e-04,2.9091e-04
278,8,64,8,14,1600|8|9|6|13|8|9|14|10|13|9x2|12|1800;3200|8|7|6|9|12|6|7|11|13x2|15|13|1024;3200|8|6|3|6|5|15|9|40|14|12|10|9|1024;1600|8x2|41|7|13|9x2|10|5|12|13|10|1200;3200|8|15|12|5|8|12|6|9|8|15|10|6|1800;2000|8|14|5|11|14|10|15|19|25|3|5|13|1800;2400|8|15|8|10x2|13|3|5|12|3|12x2|1800;3200|8|5|7|5|14|8|12x2|14|7|11|12|1024,0|1|2x12,0x8,10,10,PASS,7.3384e-01,7.3384e-01,7.0952e-03,7.0952e-03,2.8464e-04,2.8464e-04
279,8,64,4,34,2000|8x2|14|15|13|6|14|22|5|9|35|5|7|13x2|14|4|8|4|10|37|7|32|6|12|6|9|6|12|7|15|11|1200;2400|8|6|13|7|5|6|15|9|6|13|3|4|5|12|37|8|7|6|10|15x2|8|6|8|6|5|32|13|43|8x2|15|1024;2400|8|9|15|5|11|7|6|11|41|9|10|15|13|9|12|13|10|30|14|6|12|10|11|9|14|8|14|11|8|7|9|12|1024;2400|8|11|14|12|14|10|13|8|5|11|5|7|10|17|12|15|9x2|6|3|12|8|7|10|14|12|15|6|7|6|5|8|1200,0|1|2x32,0x4,10,10,PASS,7.5946e-01,7.5946e-01,7.1466e-03,7.1466e-03,2.9090e-04,2.9090e-04
280,8,64,2,67,1600|8|15|6|15|11x2|10|6|7|8|9|10|8x2|18|15|43|13x3|15|9|6|9|6|13x2|15|9|5|13|5|10|2|10|9|15|13|5|14|5|15|7|6|9|5|43|10x2|44|6|26|12|13|3|13|15|14|8|11|10|11|9|14|10|1800;3200|8|7x2|5|6|12|14|8|13x2|47|10|5|8|5|15|5|12|11|13|8x4|10|9|8|10|17|9|11|5|2|3|10|15|5|14|5|6|8|13|4|14|15|11|10|9|13|14|5|15|9|11|46|2|14|21|8|2|7|13x2|6|11|1800,0|1|2x65,0x2,10,10,PASS,4.9713e-01,4.9713e-01,6.9375e-03,6.9375e-03,2.6526e-04,2.6526e-04
281,8,64,4,207,2000|8|13|10|5|3|5|6|13|8|4|5|14|7|5|15|6|7|14|6|14|9|11|13|15|10|11|7|14x2|5|7|10|14|15|10|11|10|6|5|11|5|15|13x2|10|13|9|12|32|14|15|12|13|6|15|10|13x2|11|10|5|8x2|15|11|12x2|8|13x2|9|7|14|6|8|13|12|13|12|8|6|11|10|11|12|10|14x2|12|9|6|10|8|5|14|11|13x2|14|13x2|9|10x2|11|3|15|12|7|9|7|6|7|9|11|9|12|15|10|7|11|6|11|9|10|4|14|7|5|8|12|37|15|7|10|5|13x2|9|2|8|13|12|15|10|11|12|7|5|7|9x2|10|5|10|12|10|11|9|7|13|15|6|11|8|6|9|15|11|10|8x2|6|12|6|13|9x2|10|5|15|7|14x2|7|4|12|5|11|15|9|41|15|14|12|6|15|5|3|15|10|13x2|10x2|1800;2000|8|4|10|15|9|15|7|5|10x2|7|13|15|10x2|8|10|11|5|7|9|8x2|15|14|10|9|5x2|14|15x2|12|5|12|7|13|11|7|8x2|12|10|5|10|6|8|11|15|5|13|9|6|5x2|7x2|15|20|14|4|15|20|5|9|39|10|15|11|10|3|6|12|8|9|13|12|4|12|11|39|13|14|11|12|6|5x3|10|8|13|7x2|14|5|11x2|6|7|14|5|9|8|6|9|5|6|5|11|10|12|13|4|5|9|12|6|11|50|8|9|12|7|14|8|5|8|12|2|9|4|16|5|13|10|7x2|15x2|13|7|11|7|2|15|8|9|7|14|12|13x2|5|9|14|13|7|11|10|14|9|12|15|6|14|6|10|7|5|15x2|12|8|12|15|11|8|6|5|10|14x2|8|12|6|15|5x2|13|5|11|7|6x2|9|10|8|6|13|10|7|11|5|7|2048;2400|8|12|13|5|13|12|7|14|19|6|7|15|10|11|12|13|6|13|14|8|9|14x2|15x2|10|6|13|14|6|2|15|8|10|20|9|6|13|9|5|8|14|9|7|15|10|11|5|7|4|3|14x2|5|7|6|11|14|15|26|9|7x3|6|26|10|15|4|10|14|15|12|10|8|7|10|7x2|5|8|7|13|14|5|12|6|11|14|5|13|11|5|10|4|11|5|9x2|6|14|12|13x2|14|12|7|11|7|5|8|14|7|8|5|50|9|10|15|5|13|5|10|13|5|8|12|13|3|6|10|45|40|7|6|14|9|14|26|13|12|6|11|6|5x3|9|11|10|9|11|13|11|4|14|11|12|15|13|23|14|9|12|11|8|14|5|46|14|12x2|10|13|14|8|10|7|2|10|9|11|8|14|12|6x2|20|7|14|37|7|13x2|14|7|8|7|9|10|11|25|10|31|26|1024;2400|8|15|12|8|10|15|13|9|8|12|5|15x2|12|6|14|12|10|6|5|11x2|8x2|6|8|10|12|13|12|6|14x2|8|13|10|6|9|6|8x2|3|15|14|2|13x2|12|14|15|14|8|15|6x2|9|7|14|7|9|6|7|11|5|8|14|11|5|14|9|11|8|14|10|14|8x2|10|8|3|10|2|14|10|11|8x2|14|15|13|6|3|12|15|13|24|9|12|6|14|6|13|10|13|5|15|7|9|5|7|6|14|5|13|15|12|9|13|7|9|14|7|5|6|8x2|6|11|5|14|5|9|10|20|11|9|10|33|10|15|14|10|11|14|6|7|6|8|9|6|14x2|15|14|8|11|8|5|12x2|9|11|6|10|5|14|10|9|8|6|5|14|2|7|9|12|15|14|13|7|13|15|9|33|12|10|3|11x2|13|7|14|8|9|14|10x2|7|4|15|5|9x2|15|9|1800,0|1|2x205,0x4,10,10,PASS,7.1021e-01,7.1021e-01,6.7773e-03,6.7773e-03,2.4417e-04,2.4417e-04
282,8,64,1,49,2000|8|13|4|13|7|6|5|20|6|12|11|12|14|12|6|47|11|10|14|9|6|14|9|13x2|7x2|13|5|11|7|39|14|3|13|7|3|15x2|6|5x2|12|11x2|15|8|1800,0|1|2x47,0,10,10,PASS,7.8248e-01,7.8248e-01,7.0956e-03,7.0956e-03,2.8101e-04,2.8101e-04
